episode,adv_return,good_return,actor_loss,critic_loss,entropy,elapsed
20,3.769005636624061,-103.65213524744107,0.04835708446335048,76.60847206115723,1.2915837049484251,6.651905059814453
40,6.926770686935638,-60.12548673436729,0.09386348265688865,100.33187662760417,1.2651218454043072,13.415245532989502
60,12.450330103710295,-47.12525445121154,0.12633989825844766,176.60366706848146,1.2831595331430434,20.27622628211975
80,17.440052669937725,-29.09127147672715,0.033845444799711306,195.3051742553711,1.2482308427492779,27.044123888015747
100,17.248994827899146,-25.25708989863336,0.07545305814128368,201.0094078063965,1.252442368865013,36.34713649749756
120,40.32612698741723,-25.31923059121913,-0.18301761059415048,461.32938778039187,1.2241235400691177,43.252681493759155
140,38.0436577377608,-21.34184824997664,0.06431417688727378,353.0051525115967,1.221569299697876,49.810744285583496
160,39.1053076357767,-22.418349083260857,0.12159908373529714,412.9856379191081,1.2464499294757843,56.65156102180481
180,34.804950199350706,-25.22577959533823,0.09205139910336584,308.0093765258789,1.2297820955514909,63.18508768081665
200,32.843040566011325,-30.950555226684475,0.04572592959739267,391.3606053670248,1.217566478252411,72.59653425216675
220,31.530501960329712,-29.440904749950676,0.13147868499667809,343.77540141018955,1.2044137141921305,79.07534670829773
240,30.3586972408602,-26.034830074151664,0.06424070447683333,300.84180552164713,1.223680422703425,85.31102466583252
260,38.63070862141437,-27.839862219087774,0.011425647698342797,359.94432640075684,1.237607553601265,91.4478588104248
280,44.18944355321116,-27.532860495994562,0.03853574416910608,418.18068847656247,1.182763816912969,97.60487389564514
300,34.80833740247414,-28.42764174433999,0.07717111005913466,312.07328071594236,1.186361312866211,106.28114199638367
320,38.04543471512385,-30.25434387626052,0.056450021592900156,289.2273385712595,1.1984641046235056,112.65280437469482
340,39.185939574684014,-22.578385293636764,0.043478393612895155,271.31953125,1.1783935695886614,118.69426918029785
360,47.33854331593961,-25.68613675688971,-0.07582103194048008,484.5586769104004,1.1579583823680877,124.82485699653625
380,50.248305780328806,-26.964261036034536,0.13820744678378105,281.86895713806155,1.1460187405347826,130.81092977523804
400,63.91606658991426,-32.50026456842428,-0.25092308570941285,718.6125020345052,1.1183479666709901,139.69489240646362
420,39.695020276722495,-31.027120299180233,0.279944172129035,380.77781857577236,1.1405710735104302,145.9362370967865
440,44.1375642218301,-34.54659024663694,0.1268052152978877,358.29521789550785,1.1123954713344573,152.0301501750946
460,55.093884654100975,-36.20336216907042,-0.06488841103855521,401.2929203033448,1.126578924059868,158.17324018478394
480,51.87374168423471,-30.536667327083176,-0.0482134020421654,413.8693522135416,1.1357654531796773,164.39204025268555
500,41.36605609991588,-41.85434143722138,0.1054501965874806,305.02212562561033,1.0814163267612455,173.04242730140686
520,45.145232895361254,-36.55366627914163,0.05671496150140284,332.4881804263953,1.1659894096128867,179.25853562355042
540,45.03429813875817,-25.671704756782134,0.14588322364725173,317.8845516204834,1.1198643893003464,185.44337153434753
560,46.12331615217496,-30.9811225429121,0.06080959915804366,270.57482630411783,1.1784040093421935,191.68452882766724
580,45.93829751457554,-35.437366274907795,-0.06689326444175094,330.9581172943115,1.1397177040576936,197.65818285942078
600,50.389124475936406,-31.19372523511896,-0.019355448490629597,347.0778648376465,1.1320659498373669,206.55109238624573
620,59.35000431518536,-29.481315707947044,-0.09305681726810607,434.92099054509947,1.084937252781608,212.78863167762756
640,50.76613058547489,-33.866039697397056,0.08634374937973915,377.6151387532552,1.0808013578255973,218.83091640472412
660,56.47294304480776,-27.84014292874023,0.031226089689880603,533.7046394348145,1.1114143192768098,224.8838586807251
680,55.34525434257928,-29.859010849393098,0.032463141577318305,453.4195882161459,1.1129394809405009,231.08709907531738
700,52.12434679461643,-31.096583060004196,0.07114357526879758,421.10391998291016,1.1185549288988113,239.63329553604126
720,62.45152212383224,-33.070412339503854,-0.1460947137072005,454.969736919981,1.1399126943313715,246.05175113677979
740,58.35786096691619,-42.64386275531409,0.10120953137520701,416.56029510498047,1.1210804402828216,252.18815660476685
760,61.3441351196263,-27.055728370065918,-0.000905346389239022,447.20801645914713,1.111400932073593,258.32809829711914
780,52.617800785484725,-34.78247919029882,0.1375876628793776,464.7656997680664,1.1057628780603408,264.3462600708008
800,52.035832679071476,-29.64396784056793,0.02704890176343421,354.8876052856445,1.0632304936647416,273.173570394516
820,62.436469435151665,-35.51286937110716,-0.10729193989695474,439.5545023831454,1.1089944370768285,279.2945363521576
840,61.30920021299738,-34.64713774919255,0.022437305484587954,489.89193776448565,1.0684627850850423,285.4586064815521
860,61.853143100324075,-31.433023948943656,-0.060768494568765166,439.161848449707,1.0342848211526872,291.4635844230652
880,55.18340331114829,-32.95392114214432,0.03977610102544229,456.79567871093747,1.0862452149391173,297.5804862976074
900,52.24159129946959,-30.6311692100968,0.09594167047180235,327.56156234741206,1.0051444649696348,306.17614817619324
920,59.94789086538833,-36.87153301416289,-0.0054643693507056374,471.5283154574308,1.0262991519588411,312.50597858428955
940,53.02204752517398,-44.298885741935536,0.08474878836423158,418.91386795043945,0.9574979826807976,318.61789107322693
960,51.7820885750139,-36.18880464170445,0.020189391387005654,357.13695424397787,1.0165667514006296,324.7333896160126
980,54.44081501320004,-30.46067265420649,-0.009975470765493814,475.34650764465334,1.0212588265538216,330.80086946487427
1000,62.87141300282441,-36.8806888154385,0.04484983986864488,453.82899805704756,1.0309728970130283,339.6616938114166
1020,54.59916187616066,-35.68759910613787,-0.002248451520096166,349.69965092052115,1.008128334446387,345.88674449920654
1040,54.65871706417296,-33.9255128269141,-0.030076552446310717,386.8568435668945,0.9829462985197703,351.97845339775085
1060,55.0731292691687,-33.628611439663146,0.030730397440493107,402.0212791442871,0.9381357148289681,358.0371780395508
1080,53.254612958063376,-36.036651529516305,0.05563211531067888,366.196501159668,1.003856500983238,364.22155952453613
1100,53.045309781255206,-41.500517929291554,0.11901956961955876,333.2227729797363,0.9839935451745987,372.7699167728424
1120,53.01505247260444,-39.98044603813729,-0.02922318205096279,344.9343446442576,1.006765536196304,379.1475691795349
1140,57.39759525011293,-29.162466868382616,-0.11316327990498393,429.9104663848877,1.0029805049300193,385.15084290504456
1160,56.800042378660294,-35.48994543962172,0.007042011929055052,418.63309326171867,1.0440801501274108,391.33809065818787
1180,68.61665399649647,-42.55547640156404,-0.15342775180470197,714.1137939453125,0.9393813818693162,397.3594994544983
1200,68.56910413894337,-30.122605109135897,0.03963923027428488,461.64259287516273,0.9612905323505402,406.0768747329712
1220,63.34689921384678,-34.571570012835245,0.2259341242130507,434.36074184070935,1.0258952387354592,412.48040080070496
1240,73.91851172912865,-37.74046357552703,-0.1069268754372994,647.9596171061198,0.9961462845404943,418.7184319496155
1260,59.98122541118878,-40.2211388811519,0.03164922100258991,477.2415725708008,0.9398303642868996,424.68856739997864
1280,62.03948743181303,-33.02306447781281,0.05226984017062932,397.57468668619794,1.0068052351474763,430.86785411834717
1300,66.16215430328623,-32.309306144687106,0.025011308048851787,474.06595306396486,0.9088782757520676,439.60412764549255
1320,57.639394961944774,-36.682214948866914,-0.004728155621242795,398.9795565518466,0.9743874241908391,445.84954476356506
1340,52.3163912076084,-37.09592686878558,0.10467658760026097,359.83674774169924,1.021930879354477,451.8961009979248
1360,57.339521233811965,-42.33663031089877,0.04589965192911525,321.380044555664,0.9698077261447907,458.0454375743866
1380,60.751299352757634,-41.64220530687724,-0.026267852203454824,327.61520843505855,0.8997949793934822,463.9642872810364
1400,68.73030277863145,-40.74083689899521,-0.11432053248087566,438.03652750651037,0.9151863753795624,472.77570724487305
1420,62.29380235222169,-32.13805417634228,0.14453976639250124,393.9865563826128,1.0354971975088119,479.07143115997314
1440,69.37161931445821,-37.94620931867965,-0.01964984649481873,529.9527272542317,1.0374996980031332,485.0947506427765
1460,58.15618578685447,-39.73720747156515,0.002812973177060485,410.4877876281738,0.9756279081106186,491.11970353126526
1480,67.22080484139732,-38.00484786781557,-0.03963031837095817,409.032314046224,0.977652958035469,497.14419198036194
1500,58.77796775039752,-36.840624094379955,0.0638564076507464,417.17484893798826,0.9776019379496574,505.63240218162537
1520,61.03103582871147,-39.494689982929856,-0.013890590573040146,354.1035985079679,0.9622063588012347,511.9754319190979
1540,71.28750685321634,-40.059133668500905,-0.1636892890557647,615.9566284179687,0.9611811473965646,518.0359823703766
1560,53.906835754206405,-36.72822270128421,0.09177035184887548,374.92323201497396,0.9779181013504664,524.0970661640167
1580,61.056492069819946,-37.887572181411784,0.06491413512267172,382.7244113922119,0.9458938881754876,530.2069392204285
1600,61.768345391280015,-41.61314968002942,-0.04273671346406142,376.45765228271483,0.9292905161778132,539.0995717048645
1620,79.73798928748816,-43.98230529936884,-0.23607694150943478,853.9476332231002,0.9153975180604241,545.3119533061981
1640,71.72638604696375,-41.81956491858315,0.038701582839712485,568.5632125854493,0.8632067342599233,551.5166847705841
1660,64.84789190412964,-46.99077540874346,0.020724624954164036,533.4684127807617,0.9194832861423492,557.578914642334
1680,62.2027342769783,-44.477142561033546,0.028915705671533943,348.7421440124512,0.8561561415592829,563.6724109649658
1700,60.92798513746355,-42.65632789015979,0.07257685502991079,546.890852355957,0.8428807988762856,572.2955460548401
1720,61.87248682087287,-47.33738354147475,0.039971048599391275,382.92218933105465,0.8772861528577227,578.6797022819519
1740,68.7497048475826,-46.53301639146575,-0.030281020142138,448.6869800567627,0.8908762976527214,584.8018126487732
1760,73.77607162892352,-39.96385980008411,-0.08516246512687455,601.6028233846029,0.9105991244316102,590.8865184783936
1780,64.6780632852437,-49.01691351869606,0.10072603372391313,461.2443862915039,0.7879308894276619,596.9959654808044
1800,57.019436657973564,-46.36242870061104,0.06136802489248414,339.98546549479164,0.8070277402798336,606.0134460926056
1820,67.24154525577555,-38.29353300972785,-0.1629785005151379,471.2566839044744,0.769244816221974,612.3314297199249
1840,72.33933473665732,-39.940637717785954,-0.04041336904435108,434.40611521402997,0.7631703813870748,618.5101411342621
1860,62.70647564289624,-45.85983334797449,0.08747099086176605,397.0911125183105,0.7969789996743202,624.5552756786346
1880,66.62740709514824,-35.80297965123539,-0.012703111565982306,394.4898188273112,0.7775108883778254,630.6654162406921
1900,72.48554783855099,-34.08234340821732,-0.07970319872256368,497.6252861022949,0.795127846300602,639.2498195171356
1920,57.19234121112153,-35.07547279828531,0.19923728444528852,340.93866574836505,0.8551175619616652,645.6553387641907
1940,59.03424624254927,-32.465232750742246,0.04598117467248813,282.8952239990234,0.8684563279151917,651.6743996143341
1960,56.448311555502,-32.352892729467605,0.027890375272060435,317.55342051188154,0.8718880732854206,657.7538788318634
1980,61.557729237368314,-34.478347469112286,-0.16879276011604816,399.7081977844239,0.8165514484047889,663.81307721138
2000,70.25350975419396,-30.874623486304067,-0.0049054141311595705,384.46931304931644,0.8325571070114771,672.8595035076141
